ID,first name الإسم الأول,last name اللقب,job المهنة,birth date تاريخ الإزدياد
64275925,ابتكار,عادل,Nature conservation officer,1957-02-25
59349013,سليم,سعيد,"Horticulturist, amenity",1929-06-25
37997328,طه,علاءالدّين,Housing manager/officer,1909-06-14
92399396,قطب,بوران,Clinical biochemist,1955-05-04
34304167,يسار,أفراح,"Scientist, physiological",2018-12-12
08736567,هيا,جود,Civil Service administrator,1976-03-07
80540458,سامي,مصباح,Nature conservation officer,1966-10-05
62631570,يعقوب,حمزة,Museum/gallery conservator,1928-10-30
38251443,طارق,مأمون,"Buyer, industrial",1973-09-29
58146149,راني,خالد,Further education lecturer,1956-07-24
99194710,كاظم,ثائر,Production manager,1937-12-12
79726986,عدلي,مُتوكّل,Astronomer,1988-06-01
95518732,صامد,مجد,"Editor, magazine features",1942-08-01
47386532,سديم,فايد,Systems developer,1925-02-05
76374791,لؤي,شكيب,Early years teacher,1974-08-29
93389990,عالية,رخاء,Haematologist,1903-08-07
25905502,لقاء,يمام,Radio producer,1915-09-08
43703982,زبير,عذب,Medical illustrator,1958-07-04
59726968,نجم الدّين,رجب,Mechanical engineer,1940-07-02
13693565,مزهر,دهمان,Mechanical engineer,1987-08-27
04824473,نورس,راضي,"Exhibitions officer, museum/gallery",1945-02-16
73636656,مناف,جرير,"Education officer, museum",1953-08-12
21375156,شامخ,نادي,"Secretary, company",1958-08-04
64204765,راجح,محمود,Barrister,1951-11-17
25743371,رائد,كوثر,"Education officer, environmental",1981-03-20
32330434,ميمون,ربيع,Medical illustrator,1976-01-30
36256990,طلعت,ساجد,Veterinary surgeon,2003-01-13
45903755,ناصيف,فهمي,Holiday representative,2010-01-25
49484786,زياد,نيازي,"Nurse, children's",1959-10-22
93147231,فهمي,عبد الحفيظ,"Conservation officer, historic buildings",1922-06-18
96265840,عبد الجليل,فارس,Chartered loss adjuster,1913-11-06
98629305,جنى,حنفي,"Surveyor, building control",1963-05-13
31690935,داني,شيّق,Set designer,2015-05-23
75228156,طه,سيّد,"Lighting technician, broadcasting/film/video",1926-12-28
19232829,ريمان,مهنّد,"Administrator, education",1982-04-04
03054567,ضيائي,ناصر الدّين,"Psychologist, counselling",2008-06-24
14575044,جواهر,رفيق,Community development worker,1962-11-27
47874862,ظهير,وفيق,Bookseller,1957-03-05
79042703,سفير,مهران,"Engineer, electrical",1955-03-04
94168617,هاشم,بلند,Chemical engineer,1907-01-08
68419363,حبّاب,ريتاج,Pharmacologist,1997-02-14
77708236,يارا,مُرسي,Sales promotion account executive,1942-03-17
72784501,صلاح,مُتولي,Magazine journalist,1983-11-13
69814235,رسمي,بثينة,Illustrator,2013-06-05
23037496,مجد,قصيد,Research scientist (maths),1951-09-14
33963570,ماذى,ملهم,Government social research officer,2008-12-06
54838062,دارين,ديمه,Bonds trader,1986-07-21
86592420,خاشعة,كارم,"Clinical scientist, histocompatibility and immunogenetics",1955-10-12
77625786,يسري,خالد,Horticultural consultant,2003-11-08
69657993,بهابهاء,نديم,Set designer,1907-12-06
39009999,لوليا,وديع,Retail buyer,1996-08-19
37233068,هنادي,نديم,Clinical research associate,1978-08-11
43399673,جوليا,نائل,Gaffer,1950-11-06
19880365,شادن,هلالي,Public relations account executive,1930-08-30
84661807,طيّب,منتصر,Tourist information centre manager,1919-11-17
57583136,مروان,زاخر,Product/process development scientist,1905-10-13
89279540,لورا,يسرى,"Editor, commissioning",1959-09-19
